. Chênh lệch đánh giá lại tài sản__1,,
. Chênh lệch tỷ giá hối đoái__1,,
. Quỹ đầu tư phát triển__1,,
. Quỹ hỗ trợ sắp xếp doanh nghiệp__1,,
. Quỹ khác thuộc vốn chủ sở hữu__1,,1106315810981.0
. Lợi nhuận sau thuế chưa phân phối__1,,133391778826863.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước__1,,99928635409679.0
- LNST chưa phân phối kỳ này__1,,33463143417184.0
. Nguồn vốn đầu tư XDCB__1,,
. Lợi ích cổ đông không kiểm soát__1,,3334512123607.0
II. Nguồn kinh phí và quỹ khác__1,,
. Nguồn kinh phí__1,,
. Nguồn kinh phí đã hình thành TSCĐ__1,,
TỔNG CỘNG NGUỒN VỐN__1,,444630674501052.0
. Doanh thu bán hàng và cung cấp dịch vụ__1,,103556722315145.0
. Các khoản giảm trừ doanh thu__1,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ ( =  - )__1,,103556722315145.0
. Giá vốn hàng bán__1,,67850122530930.0
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(=-)__1,,35706599784215.0
. Doanh thu hoạt động tài chính__1,,19954130793705.0
. Chi phí tài chính__1,,3870288891030.0
- Trong đó: Chi phí lãi vay__1,,3052805450582.0
". Phần lãi lỗ trong công ty liên doanh, liên kết__1",,10698604450.0
. Chi phí bán hàng__1,,3662803927632.0
. Chi phí quản lý doanh nghiệp__1,,4092922706681.0
. Lợi nhuận thuần từ hoạt động kinh doanh{=+(-) +  - (+)}__1,,44045413657027.0
. Thu nhập khác__1,,784716217179.0
. Chi phí khác__1,,1519844587131.0
. Lợi nhuận khác(=-)__1,,-735128369952.0
. Tổng lợi nhuận kế toán trước thuế(=+)__1,,43310285287075.0
. Chi phí thuế TNDN hiện hành__1,,9232770107176.0
. Chi phí thuế TNDN hoãn lại__1,,544638460171.0
. Lợi nhuận sau thuế thu nhập doanh nghiệp(=--)__1,,33532876719728.0
. Lợi nhuận sau thuế công ty mẹ__1,,33371406993464.0
. Lợi nhuận sau thuế công ty mẹ không kiểm soát__1,,161469726264.0
. Lãi cơ bản trên cổ phiếu(*)__1,,7664.0
. Lãi suy giảm trên cổ phiếu (*)__1,,7664.0
